"","x"
"60","graphs_combined/BRAF001_HEK293T_24H_BRD-K16478699-001-05-0_10/graph_1.csv"
"61","graphs_combined/BRAF001_HEK293T_24H_BRD-K16478699-001-05-0_10/graph_2.csv"
"62","graphs_combined/BRAF001_HEK293T_24H_BRD-K23984367-001-04-2_10/graph_1.csv"
"63","graphs_combined/BRAF001_HEK293T_24H_BRD-K23984367-001-04-2_10/graph_10.csv"
"64","graphs_combined/BRAF001_HEK293T_24H_BRD-K81418486-001-15-2_10/graph_1.csv"
"65","graphs_combined/BRAF001_HEK293T_24H_BRD-K81418486-001-15-2_10/graph_10.csv"
"66","graphs_combined/BRAF001_HEK293T_24H_BRD-K91699951-001-07-8_10/graph_1.csv"
"67","graphs_combined/BRAF001_HEK293T_24H_BRD-K91699951-001-07-8_10/graph_10.csv"
"68","graphs_combined/BRAF001_HEK293T_6H_BRD-K53737926-003-18-7_10/graph_1.csv"
"69","graphs_combined/BRAF001_HEK293T_6H_BRD-K53737926-003-18-7_10/graph_10.csv"
"70","graphs_combined/CPC001_HA1E_24H_BRD-A06276885-003-01-1_10/graph_1.csv"
"71","graphs_combined/CPC001_HA1E_24H_BRD-A06276885-003-01-1_10/graph_10.csv"
"72","graphs_combined/CPC001_HA1E_24H_BRD-K74305673-001-01-3_10/graph_1.csv"
"73","graphs_combined/CPC001_HA1E_24H_BRD-K74305673-001-01-3_10/graph_10.csv"
"74","graphs_combined/CPC001_HA1E_6H_BRD-A17065207-001-06-9_10/graph_1.csv"
"75","graphs_combined/CPC001_HA1E_6H_BRD-A17065207-001-06-9_10/graph_2.csv"
"76","graphs_combined/CPC001_HA1E_6H_BRD-K11911061-003-02-8_10/graph_1.csv"
"77","graphs_combined/CPC001_HA1E_6H_BRD-K11911061-003-02-8_10/graph_10.csv"
"78","graphs_combined/CPC001_HA1E_6H_BRD-K11927976-050-01-1_10/graph_1.csv"
"79","graphs_combined/CPC001_HA1E_6H_BRD-K11927976-050-01-1_10/graph_10.csv"
"80","graphs_combined/CPC001_HA1E_6H_BRD-K14618467-003-01-8_10/graph_1.csv"
"81","graphs_combined/CPC001_HA1E_6H_BRD-K14618467-003-01-8_10/graph_10.csv"
"82","graphs_combined/CPC001_HA1E_6H_BRD-K52850071-001-01-2_10/graph_1.csv"
"83","graphs_combined/CPC001_HA1E_6H_BRD-K52850071-001-01-2_10/graph_10.csv"
"84","graphs_combined/CPC001_HA1E_6H_BRD-K67860401-001-01-5_10/graph_1.csv"
"85","graphs_combined/CPC001_HA1E_6H_BRD-K67860401-001-01-5_10/graph_10.csv"
"86","graphs_combined/CPC001_HA1E_6H_BRD-K68336408-001-03-4_10/graph_1.csv"
"87","graphs_combined/CPC001_HA1E_6H_BRD-K68336408-001-03-4_10/graph_10.csv"
"88","graphs_combined/CPC001_HA1E_6H_BRD-K76674262-001-01-7_10/graph_1.csv"
"89","graphs_combined/CPC001_HA1E_6H_BRD-K76674262-001-01-7_10/graph_10.csv"
"90","graphs_combined/CPC001_HA1E_6H_BRD-K84595254-001-03-0_10/graph_1.csv"
"91","graphs_combined/CPC001_HA1E_6H_BRD-K84595254-001-03-0_10/graph_10.csv"
"92","graphs_combined/CPC001_HA1E_6H_BRD-K97365803-001-01-3_10/graph_1.csv"
"93","graphs_combined/CPC001_HA1E_6H_BRD-K97365803-001-01-3_10/graph_10.csv"
"94","graphs_combined/CPC001_HCC515_24H_BRD-A06276885-003-01-1_10/graph_1.csv"
"95","graphs_combined/CPC001_HCC515_24H_BRD-A06276885-003-01-1_10/graph_10.csv"
"96","graphs_combined/CPC001_HCC515_24H_BRD-K74305673-001-01-3_10/graph_1.csv"
"97","graphs_combined/CPC001_HCC515_24H_BRD-K74305673-001-01-3_10/graph_10.csv"
"98","graphs_combined/CPC001_HCC515_6H_BRD-A43974499-066-01-1_10/graph_1.csv"
"99","graphs_combined/CPC001_HCC515_6H_BRD-A43974499-066-01-1_10/graph_2.csv"
"100","graphs_combined/CPC001_HCC515_6H_BRD-A63546914-003-01-2_10/graph_1.csv"
"101","graphs_combined/CPC001_HCC515_6H_BRD-A63546914-003-01-2_10/graph_10.csv"
"102","graphs_combined/CPC001_HCC515_6H_BRD-K00486786-001-01-4_10/graph_1.csv"
"103","graphs_combined/CPC001_HCC515_6H_BRD-K00486786-001-01-4_10/graph_2.csv"
"104","graphs_combined/CPC001_HCC515_6H_BRD-K05464208-001-01-6_10/graph_1.csv"
"105","graphs_combined/CPC001_HCC515_6H_BRD-K05464208-001-01-6_10/graph_10.csv"
"106","graphs_combined/CPC001_HCC515_6H_BRD-K06426971-001-01-9_10/graph_1.csv"
"107","graphs_combined/CPC001_HCC515_6H_BRD-K06426971-001-01-9_10/graph_10.csv"
"108","graphs_combined/CPC001_HCC515_6H_BRD-K11927976-050-01-1_10/graph_1.csv"
"109","graphs_combined/CPC001_HCC515_6H_BRD-K11927976-050-01-1_10/graph_10.csv"
"110","graphs_combined/CPC001_HCC515_6H_BRD-K67860401-001-01-5_10/graph_1.csv"
"111","graphs_combined/CPC001_HCC515_6H_BRD-K67860401-001-01-5_10/graph_10.csv"
"112","graphs_combined/CPC001_HCC515_6H_BRD-K68336408-001-03-4_10/graph_1.csv"
"113","graphs_combined/CPC001_HCC515_6H_BRD-K68336408-001-03-4_10/graph_10.csv"
"114","graphs_combined/CPC001_HCC515_6H_BRD-K76674262-001-01-7_10/graph_1.csv"
"115","graphs_combined/CPC001_HCC515_6H_BRD-K76674262-001-01-7_10/graph_10.csv"
"116","graphs_combined/CPC001_HCC515_6H_BRD-K94689771-001-02-5_10/graph_1.csv"
"117","graphs_combined/CPC001_HCC515_6H_BRD-K94689771-001-02-5_10/graph_10.csv"
"118","graphs_combined/CPC001_PC3_24H_BRD-A06276885-003-01-1_10/graph_1.csv"
"119","graphs_combined/CPC001_PC3_6H_BRD-A17065207-001-06-9_10/graph_1.csv"
"120","graphs_combined/CPC001_PC3_6H_BRD-A17065207-001-06-9_10/graph_10.csv"
"121","graphs_combined/CPC001_PC3_6H_BRD-K11927976-050-01-1_10/graph_1.csv"
"122","graphs_combined/CPC001_PC3_6H_BRD-K14618467-003-01-8_10/graph_1.csv"
"123","graphs_combined/CPC001_PC3_6H_BRD-K14618467-003-01-8_10/graph_10.csv"
"124","graphs_combined/CPC001_PC3_6H_BRD-K76674262-001-01-7_10/graph_1.csv"
"125","graphs_combined/CPC001_PC3_6H_BRD-K84595254-001-03-0_10/graph_1.csv"
"126","graphs_combined/CPC001_PC3_6H_BRD-K84595254-001-03-0_10/graph_10.csv"
"127","graphs_combined/CPC001_PC3_6H_BRD-K87990216-001-03-7_10/graph_1.csv"
"128","graphs_combined/CPC001_PC3_6H_BRD-K87990216-001-03-7_10/graph_10.csv"
"129","graphs_combined/CPC001_PC3_6H_BRD-K97365803-001-01-3_10/graph_1.csv"
"130","graphs_combined/CPC001_PC3_6H_BRD-K97365803-001-01-3_10/graph_10.csv"
"131","graphs_combined/CPC001_VCAP_24H_BRD-A06276885-003-01-1_10/graph_1.csv"
"132","graphs_combined/CPC001_VCAP_24H_BRD-A06276885-003-01-1_10/graph_10.csv"
"133","graphs_combined/CPC001_VCAP_24H_BRD-K74305673-001-01-3_10/graph_1.csv"
"134","graphs_combined/CPC001_VCAP_24H_BRD-K74305673-001-01-3_10/graph_10.csv"
"135","graphs_combined/CPC001_VCAP_24H_BRD-K81418486_10/graph_1.csv"
"136","graphs_combined/CPC001_VCAP_24H_BRD-K81418486_10/graph_10.csv"
"137","graphs_combined/CPC001_VCAP_6H_BRD-A17065207-001-06-9_10/graph_1.csv"
"138","graphs_combined/CPC001_VCAP_6H_BRD-A17065207-001-06-9_10/graph_10.csv"
"139","graphs_combined/CPC001_VCAP_6H_BRD-A63546914-003-01-2_10/graph_1.csv"
"140","graphs_combined/CPC001_VCAP_6H_BRD-A63546914-003-01-2_10/graph_10.csv"
"141","graphs_combined/CPC001_VCAP_6H_BRD-A66927094-001-01-7_10/graph_1.csv"
"142","graphs_combined/CPC001_VCAP_6H_BRD-A66927094-001-01-7_10/graph_10.csv"
"143","graphs_combined/CPC001_VCAP_6H_BRD-A90311807-236-01-4_10/graph_1.csv"
"144","graphs_combined/CPC001_VCAP_6H_BRD-A90311807-236-01-4_10/graph_10.csv"
"145","graphs_combined/CPC001_VCAP_6H_BRD-K05151076-001-01-8_10/graph_1.csv"
"146","graphs_combined/CPC001_VCAP_6H_BRD-K05151076-001-01-8_10/graph_10.csv"
"147","graphs_combined/CPC001_VCAP_6H_BRD-K09549677-300-01-8_10/graph_1.csv"
"148","graphs_combined/CPC001_VCAP_6H_BRD-K09549677-300-01-8_10/graph_10.csv"
"149","graphs_combined/CPC001_VCAP_6H_BRD-K67080878-001-05-5_10/graph_1.csv"
"150","graphs_combined/CPC001_VCAP_6H_BRD-K67080878-001-05-5_10/graph_10.csv"
"151","graphs_combined/CPC001_VCAP_6H_BRD-K76568384-001-01-4_10/graph_1.csv"
"152","graphs_combined/CPC001_VCAP_6H_BRD-K76568384-001-01-4_10/graph_10.csv"
"153","graphs_combined/CPC001_VCAP_6H_BRD-K89274813-001-01-5_10/graph_1.csv"
"154","graphs_combined/CPC001_VCAP_6H_BRD-K89274813-001-01-5_10/graph_10.csv"
"155","graphs_combined/CPC002_HA1E_24H_BRD-K28578425-001-02-1_10/graph_1.csv"
"156","graphs_combined/CPC002_HA1E_24H_BRD-K28578425-001-02-1_10/graph_2.csv"
"157","graphs_combined/CPC002_HA1E_24H_BRD-K78633253-001-04-6_10/graph_1.csv"
"158","graphs_combined/CPC002_HA1E_24H_BRD-K78633253-001-04-6_10/graph_10.csv"
"159","graphs_combined/CPC002_HA1E_6H_BRD-A28970875-300-03-1_10/graph_1.csv"
"160","graphs_combined/CPC002_HA1E_6H_BRD-A28970875-300-03-1_10/graph_10.csv"
"161","graphs_combined/CPC002_HA1E_6H_BRD-A30437061-001-02-7_10/graph_1.csv"
"162","graphs_combined/CPC002_HA1E_6H_BRD-A30437061-001-02-7_10/graph_10.csv"
"163","graphs_combined/CPC002_HA1E_6H_BRD-K07762753-001-02-8_10/graph_1.csv"
"164","graphs_combined/CPC002_HA1E_6H_BRD-K07762753-001-02-8_10/graph_10.csv"
"165","graphs_combined/CPC002_HA1E_6H_BRD-K12867552-001-01-3_10/graph_1.csv"
"166","graphs_combined/CPC002_HA1E_6H_BRD-K12867552-001-01-3_10/graph_10.csv"
"167","graphs_combined/CPC002_HA1E_6H_BRD-K17868609-001-02-7_10/graph_1.csv"
"168","graphs_combined/CPC002_HA1E_6H_BRD-K17868609-001-02-7_10/graph_10.csv"
"169","graphs_combined/CPC002_HA1E_6H_BRD-K18619710-001-03-7_10/graph_1.csv"
"170","graphs_combined/CPC002_HA1E_6H_BRD-K18619710-001-03-7_10/graph_10.csv"
"171","graphs_combined/CPC002_HA1E_6H_BRD-K37080523-001-02-8_10/graph_1.csv"
"172","graphs_combined/CPC002_HA1E_6H_BRD-K37080523-001-02-8_10/graph_10.csv"
"173","graphs_combined/CPC002_HA1E_6H_BRD-K47598052-001-06-7_10/graph_1.csv"
"174","graphs_combined/CPC002_HA1E_6H_BRD-K47598052-001-06-7_10/graph_10.csv"
"175","graphs_combined/CPC002_HA1E_6H_BRD-K60230970-001-04-3_10/graph_1.csv"
"176","graphs_combined/CPC002_HA1E_6H_BRD-K60230970-001-04-3_10/graph_10.csv"
"177","graphs_combined/CPC002_HA1E_6H_BRD-K76775527-001-15-3_10/graph_1.csv"
"178","graphs_combined/CPC002_HA1E_6H_BRD-K76775527-001-15-3_10/graph_10.csv"
"179","graphs_combined/CPC002_HA1E_6H_BRD-K91370081-001-10-3_10/graph_1.csv"
"180","graphs_combined/CPC002_HA1E_6H_BRD-K91370081-001-10-3_10/graph_10.csv"
"181","graphs_combined/CPC002_HA1E_6H_BRD-K95763993-001-03-7_10/graph_1.csv"
"182","graphs_combined/CPC002_HA1E_6H_BRD-K95763993-001-03-7_10/graph_10.csv"
"183","graphs_combined/CPC002_HCC515_6H_BRD-A28970875-300-03-1_10/graph_1.csv"
"184","graphs_combined/CPC002_HCC515_6H_BRD-A28970875-300-03-1_10/graph_10.csv"
"185","graphs_combined/CPC002_HCC515_6H_BRD-A30437061-001-02-7_10/graph_1.csv"
"186","graphs_combined/CPC002_HCC515_6H_BRD-A30437061-001-02-7_10/graph_10.csv"
"187","graphs_combined/CPC002_HCC515_6H_BRD-K12867552-001-01-3_10/graph_1.csv"
"188","graphs_combined/CPC002_HCC515_6H_BRD-K12867552-001-01-3_10/graph_10.csv"
"189","graphs_combined/CPC002_HCC515_6H_BRD-K60230970-001-04-3_10/graph_1.csv"
"190","graphs_combined/CPC002_HCC515_6H_BRD-K60230970-001-04-3_10/graph_10.csv"
"191","graphs_combined/CPC002_HCC515_6H_BRD-K68264559-045-01-6_10/graph_1.csv"
"192","graphs_combined/CPC002_HCC515_6H_BRD-K68264559-045-01-6_10/graph_10.csv"
"193","graphs_combined/CPC002_HCC515_6H_BRD-K87919739-001-03-4_10/graph_1.csv"
"194","graphs_combined/CPC002_HCC515_6H_BRD-K87919739-001-03-4_10/graph_10.csv"
"195","graphs_combined/CPC002_HCC515_6H_BRD-K91370081-001-10-3_10/graph_1.csv"
"196","graphs_combined/CPC002_HCC515_6H_BRD-K91370081-001-10-3_10/graph_10.csv"
"197","graphs_combined/CPC002_PC3_24H_BRD-K32501161-300-04-7_10/graph_1.csv"
"198","graphs_combined/CPC002_PC3_24H_BRD-K32501161-300-04-7_10/graph_10.csv"
"199","graphs_combined/CPC002_PC3_24H_BRD-K81418486_10/graph_1.csv"
"200","graphs_combined/CPC002_PC3_24H_BRD-K98548675-001-02-6_10/graph_1.csv"
"201","graphs_combined/CPC002_PC3_6H_BRD-A28970875-300-03-1_10/graph_1.csv"
"202","graphs_combined/CPC002_PC3_6H_BRD-K07762753-001-02-8_10/graph_1.csv"
"203","graphs_combined/CPC002_PC3_6H_BRD-K12867552-001-01-3_10/graph_1.csv"
"204","graphs_combined/CPC002_PC3_6H_BRD-K33860217-003-01-6_10/graph_1.csv"
"205","graphs_combined/CPC002_PC3_6H_BRD-K48367671-001-01-8_10/graph_1.csv"
"206","graphs_combined/CPC002_PC3_6H_BRD-K60230970-001-04-3_10/graph_1.csv"
"207","graphs_combined/CPC002_PC3_6H_BRD-K91370081-001-10-3_10/graph_1.csv"
"208","graphs_combined/CPC002_VCAP_24H_BRD-K62810658-001-06-4_10/graph_1.csv"
"209","graphs_combined/CPC002_VCAP_24H_BRD-K98548675-001-02-6_10/graph_1.csv"
"210","graphs_combined/CPC002_VCAP_6H_BRD-K12867552-001-01-3_10/graph_1.csv"
"211","graphs_combined/CPC002_VCAP_6H_BRD-K33864865-001-01-7_10/graph_1.csv"
"212","graphs_combined/CPC002_VCAP_6H_BRD-K50018155-003-01-3_10/graph_1.csv"
"213","graphs_combined/CPC002_VCAP_6H_BRD-K60230970-001-04-3_10/graph_1.csv"
"214","graphs_combined/CPC002_VCAP_6H_BRD-K77641333-003-15-6_10/graph_1.csv"
"215","graphs_combined/CPC003_HA1E_24H_BRD-A14395271-001-01-5_10/graph_1.csv"
"216","graphs_combined/CPC003_HA1E_24H_BRD-A19500257_10/graph_1.csv"
"217","graphs_combined/CPC003_HA1E_24H_BRD-K68143200-001-04-2_10/graph_1.csv"
"218","graphs_combined/CPC003_HA1E_24H_BRD-K72462751-001-01-9_10/graph_1.csv"
"219","graphs_combined/CPC003_HA1E_6H_BRD-K13261168-001-01-4_10/graph_1.csv"
"220","graphs_combined/CPC003_HA1E_6H_BRD-K18059238-001-02-1_10/graph_1.csv"
"221","graphs_combined/CPC003_HA1E_6H_BRD-K22503835-001-06-0_10/graph_1.csv"
"222","graphs_combined/CPC003_HCC515_6H_BRD-A11605036-001-03-2_10/graph_1.csv"
"223","graphs_combined/CPC003_HCC515_6H_BRD-A39290993-001-03-2_10/graph_1.csv"
"224","graphs_combined/CPC003_HCC515_6H_BRD-K01624546-001-02-8_10/graph_1.csv"
"225","graphs_combined/CPC003_HCC515_6H_BRD-K06159959-001-01-2_10/graph_1.csv"
"226","graphs_combined/CPC003_HCC515_6H_BRD-K08996725-313-01-7_10/graph_1.csv"
"227","graphs_combined/CPC003_HCC515_6H_BRD-K08998509-001-01-6_10/graph_1.csv"
"228","graphs_combined/CPC003_HCC515_6H_BRD-K13032584-003-03-7_10/graph_1.csv"
"229","graphs_combined/CPC003_HCC515_6H_BRD-K22503835-001-06-0_10/graph_1.csv"
"230","graphs_combined/CPC003_HCC515_6H_BRD-K28168037-001-01-3_10/graph_1.csv"
"231","graphs_combined/CPC003_HCC515_6H_BRD-K45158365-001-05-6_10/graph_1.csv"
"232","graphs_combined/CPC003_HCC515_6H_BRD-K64994968-001-03-6_10/graph_1.csv"
"233","graphs_combined/CPC003_HCC515_6H_BRD-K70487031-001-01-0_10/graph_1.csv"
"234","graphs_combined/CPC003_HCC515_6H_BRD-K72783841-001-01-0_10/graph_1.csv"
"235","graphs_combined/CPC003_HCC515_6H_BRD-K73999723-001-02-2_10/graph_1.csv"
"236","graphs_combined/CPC003_HCC515_6H_BRD-K85119730-001-17-2_10/graph_1.csv"
"237","graphs_combined/CPC003_PC3_6H_BRD-K17705806-003-01-0_10/graph_1.csv"
"238","graphs_combined/CPC003_PC3_6H_BRD-K22503835-001-06-0_10/graph_1.csv"
"239","graphs_combined/CPC003_VCAP_24H_BRD-K06854232-001-03-3_10/graph_1.csv"
"240","graphs_combined/CPC003_VCAP_6H_BRD-K12357156-001-01-5_10/graph_1.csv"
"241","graphs_combined/CPC003_VCAP_6H_BRD-K13261168-001-01-4_10/graph_1.csv"
"242","graphs_combined/CPC003_VCAP_6H_BRD-K17497770-001-01-0_10/graph_1.csv"
"243","graphs_combined/CPC003_VCAP_6H_BRD-K17705806-003-01-0_10/graph_1.csv"
"244","graphs_combined/CPC003_VCAP_6H_BRD-K22503835-001-06-0_10/graph_1.csv"
"245","graphs_combined/CPC003_VCAP_6H_BRD-K34776109-001-03-4_10/graph_1.csv"
"246","graphs_combined/CPC004_A375_6H_BRD-A06352508-001-02-9_10/graph_1.csv"
"247","graphs_combined/CPC004_A375_6H_BRD-A09467419-003-14-1_10/graph_1.csv"
"248","graphs_combined/CPC004_A375_6H_BRD-A25687296-300-03-5_10/graph_1.csv"
"249","graphs_combined/CPC004_A375_6H_BRD-A26384407-001-15-2_10/graph_1.csv"
"250","graphs_combined/CPC004_A375_6H_BRD-A27554692-001-01-3_10/graph_1.csv"
"251","graphs_combined/CPC004_A375_6H_BRD-A29426959-050-07-4_10/graph_1.csv"
"252","graphs_combined/CPC004_A375_6H_BRD-A33447119-001-03-3_10/graph_1.csv"
"253","graphs_combined/CPC004_A375_6H_BRD-A35588707-001-03-0_10/graph_1.csv"
"254","graphs_combined/CPC004_A375_6H_BRD-A51714012-001-03-1_10/graph_1.csv"
"255","graphs_combined/CPC004_A375_6H_BRD-A54880345-001-11-8_10/graph_1.csv"
"256","graphs_combined/CPC004_A375_6H_BRD-A62184259-001-02-8_10/graph_1.csv"
"257","graphs_combined/CPC004_A375_6H_BRD-A93236127-001-03-7_10/graph_1.csv"
"258","graphs_combined/CPC004_A375_6H_BRD-A93424738-001-03-0_10/graph_1.csv"
"259","graphs_combined/CPC004_A375_6H_BRD-A94756469-001-03-9_10/graph_1.csv"
"260","graphs_combined/CPC004_A375_6H_BRD-A97479839-003-08-3_10/graph_1.csv"
"261","graphs_combined/CPC004_A375_6H_BRD-A97701745-001-09-5_10/graph_1.csv"
"262","graphs_combined/CPC004_A375_6H_BRD-K00603606-003-13-3_10/graph_1.csv"
"263","graphs_combined/CPC004_A375_6H_BRD-K02265150-001-15-8_10/graph_1.csv"
"264","graphs_combined/CPC004_A375_6H_BRD-K06543683-066-01-3_10/graph_1.csv"
"265","graphs_combined/CPC004_A375_6H_BRD-K06712146-001-01-2_10/graph_1.csv"
"266","graphs_combined/CPC004_A375_6H_BRD-K08252256-236-17-1_10/graph_1.csv"
"267","graphs_combined/CPC004_A375_6H_BRD-K17075857-001-06-9_10/graph_1.csv"
"268","graphs_combined/CPC004_A375_6H_BRD-K20482099-001-01-1_10/graph_1.csv"
"269","graphs_combined/CPC004_A375_6H_BRD-K20742498-003-01-1_10/graph_1.csv"
"270","graphs_combined/CPC004_A375_6H_BRD-K23913458-001-13-2_10/graph_1.csv"
"271","graphs_combined/CPC004_A375_6H_BRD-K39746403-084-03-1_10/graph_1.csv"
"272","graphs_combined/CPC004_A375_6H_BRD-K43389675-001-01-3_10/graph_1.csv"
"273","graphs_combined/CPC004_A375_6H_BRD-K46317332-003-10-3_10/graph_1.csv"
"274","graphs_combined/CPC004_A375_6H_BRD-K55191674-237-12-6_10/graph_1.csv"
"275","graphs_combined/CPC004_A375_6H_BRD-K67017579-001-16-6_10/graph_1.csv"
"276","graphs_combined/CPC004_A375_6H_BRD-K70301876-034-06-1_10/graph_1.csv"
"277","graphs_combined/CPC004_A375_6H_BRD-K70327191-001-01-4_10/graph_1.csv"
"278","graphs_combined/CPC004_A375_6H_BRD-K70778732-003-15-0_10/graph_1.csv"
"279","graphs_combined/CPC004_A375_6H_BRD-K71266197-236-01-9_10/graph_1.csv"
"280","graphs_combined/CPC004_A375_6H_BRD-K82941592-238-02-9_10/graph_1.csv"
"281","graphs_combined/CPC004_HA1E_6H_BRD-A06352418-001-15-0_10/graph_1.csv"
"282","graphs_combined/CPC004_HA1E_6H_BRD-A06352508-001-02-9_10/graph_1.csv"
"283","graphs_combined/CPC004_HA1E_6H_BRD-A11678676-001-03-4_10/graph_1.csv"
"284","graphs_combined/CPC004_HA1E_6H_BRD-A25687296-300-03-5_10/graph_1.csv"
"285","graphs_combined/CPC004_HA1E_6H_BRD-A35588707-001-03-0_10/graph_1.csv"
"286","graphs_combined/CPC004_HA1E_6H_BRD-A48237631-001-03-0_10/graph_1.csv"
"287","graphs_combined/CPC004_HA1E_6H_BRD-A58564983-001-03-8_10/graph_1.csv"
"288","graphs_combined/CPC004_HA1E_6H_BRD-A62184259-001-02-8_10/graph_1.csv"
"289","graphs_combined/CPC004_HA1E_6H_BRD-A68930007-001-03-1_10/graph_1.csv"
"290","graphs_combined/CPC004_HA1E_6H_BRD-A93236127-001-03-7_10/graph_1.csv"
"291","graphs_combined/CPC004_HA1E_6H_BRD-A94756469-001-03-9_10/graph_1.csv"
"292","graphs_combined/CPC004_HA1E_6H_BRD-K04548931-003-05-8_10/graph_1.csv"
"293","graphs_combined/CPC004_HA1E_6H_BRD-K06543683-066-01-3_10/graph_1.csv"
