,pert_iname,sig_id,files_combined,moa_v1
20,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_7.csv,HDAC Inhibitor UC
21,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_74.csv,HDAC Inhibitor UC
22,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_3.csv,HDAC Inhibitor UC
23,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_43.csv,HDAC Inhibitor UC
24,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_95.csv,HDAC Inhibitor UC
25,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_39.csv,HDAC Inhibitor UC
26,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_87.csv,HDAC Inhibitor UC
27,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_83.csv,HDAC Inhibitor UC
28,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_69.csv,HDAC Inhibitor UC
29,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_81.csv,HDAC Inhibitor UC
30,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_23.csv,HDAC Inhibitor UC
31,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_41.csv,HDAC Inhibitor UC
32,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_77.csv,HDAC Inhibitor UC
33,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_80.csv,HDAC Inhibitor UC
34,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_27.csv,HDAC Inhibitor UC
35,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_82.csv,HDAC Inhibitor UC
36,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_4.csv,HDAC Inhibitor UC
37,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_76.csv,HDAC Inhibitor UC
38,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_88.csv,HDAC Inhibitor UC
39,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_40.csv,HDAC Inhibitor UC
40,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_98.csv,HDAC Inhibitor UC
41,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_60.csv,HDAC Inhibitor UC
42,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_52.csv,HDAC Inhibitor UC
43,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_1.csv,HDAC Inhibitor UC
44,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_99.csv,HDAC Inhibitor UC
45,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_37.csv,HDAC Inhibitor UC
46,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_19.csv,HDAC Inhibitor UC
47,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_78.csv,HDAC Inhibitor UC
48,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_33.csv,HDAC Inhibitor UC
49,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_47.csv,HDAC Inhibitor UC
50,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_62.csv,HDAC Inhibitor UC
51,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_71.csv,HDAC Inhibitor UC
52,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_48.csv,HDAC Inhibitor UC
53,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_90.csv,HDAC Inhibitor UC
54,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_54.csv,HDAC Inhibitor UC
55,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_13.csv,HDAC Inhibitor UC
56,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_93.csv,HDAC Inhibitor UC
57,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_70.csv,HDAC Inhibitor UC
58,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_2.csv,HDAC Inhibitor UC
59,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_63.csv,HDAC Inhibitor UC
60,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_67.csv,HDAC Inhibitor UC
61,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_50.csv,HDAC Inhibitor UC
62,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_89.csv,HDAC Inhibitor UC
63,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_53.csv,HDAC Inhibitor UC
64,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_24.csv,HDAC Inhibitor UC
65,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_94.csv,HDAC Inhibitor UC
66,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_20.csv,HDAC Inhibitor UC
67,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_97.csv,HDAC Inhibitor UC
68,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_65.csv,HDAC Inhibitor UC
69,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_17.csv,HDAC Inhibitor UC
70,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_66.csv,HDAC Inhibitor UC
71,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_21.csv,HDAC Inhibitor UC
72,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_59.csv,HDAC Inhibitor UC
73,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_57.csv,HDAC Inhibitor UC
74,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_56.csv,HDAC Inhibitor UC
75,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_30.csv,HDAC Inhibitor UC
76,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_10.csv,HDAC Inhibitor UC
77,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_73.csv,HDAC Inhibitor UC
78,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_22.csv,HDAC Inhibitor UC
79,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_31.csv,HDAC Inhibitor UC
80,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_68.csv,HDAC Inhibitor UC
81,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_35.csv,HDAC Inhibitor UC
82,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_79.csv,HDAC Inhibitor UC
83,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_100.csv,HDAC Inhibitor UC
84,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_49.csv,HDAC Inhibitor UC
85,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_26.csv,HDAC Inhibitor UC
86,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_12.csv,HDAC Inhibitor UC
87,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_34.csv,HDAC Inhibitor UC
88,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_46.csv,HDAC Inhibitor UC
89,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_25.csv,HDAC Inhibitor UC
90,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_38.csv,HDAC Inhibitor UC
91,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_29.csv,HDAC Inhibitor UC
92,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_58.csv,HDAC Inhibitor UC
93,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_55.csv,HDAC Inhibitor UC
94,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_16.csv,HDAC Inhibitor UC
95,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_8.csv,HDAC Inhibitor UC
96,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_85.csv,HDAC Inhibitor UC
97,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_11.csv,HDAC Inhibitor UC
98,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_86.csv,HDAC Inhibitor UC
99,BELINOSTAT,GSE96649,../snac_data/use_case_graphs/GSE96649_BELINOSTAT/graph_51.csv,HDAC Inhibitor UC
100,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_44.csv,CDK Inhibitor UC
101,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_14.csv,CDK Inhibitor UC
102,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_96.csv,CDK Inhibitor UC
103,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_15.csv,CDK Inhibitor UC
104,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_18.csv,CDK Inhibitor UC
105,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_92.csv,CDK Inhibitor UC
106,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_75.csv,CDK Inhibitor UC
107,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_84.csv,CDK Inhibitor UC
108,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_91.csv,CDK Inhibitor UC
109,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_64.csv,CDK Inhibitor UC
110,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_32.csv,CDK Inhibitor UC
111,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_45.csv,CDK Inhibitor UC
112,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_61.csv,CDK Inhibitor UC
113,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_5.csv,CDK Inhibitor UC
114,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_72.csv,CDK Inhibitor UC
115,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_36.csv,CDK Inhibitor UC
116,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_9.csv,CDK Inhibitor UC
117,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_6.csv,CDK Inhibitor UC
118,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_42.csv,CDK Inhibitor UC
119,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_28.csv,CDK Inhibitor UC
120,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_7.csv,CDK Inhibitor UC
121,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_74.csv,CDK Inhibitor UC
122,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_3.csv,CDK Inhibitor UC
123,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_43.csv,CDK Inhibitor UC
124,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_95.csv,CDK Inhibitor UC
125,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_39.csv,CDK Inhibitor UC
126,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_87.csv,CDK Inhibitor UC
127,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_83.csv,CDK Inhibitor UC
128,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_69.csv,CDK Inhibitor UC
129,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_81.csv,CDK Inhibitor UC
130,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_23.csv,CDK Inhibitor UC
131,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_41.csv,CDK Inhibitor UC
132,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_77.csv,CDK Inhibitor UC
133,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_80.csv,CDK Inhibitor UC
134,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_27.csv,CDK Inhibitor UC
135,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_82.csv,CDK Inhibitor UC
136,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_4.csv,CDK Inhibitor UC
137,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_76.csv,CDK Inhibitor UC
138,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_88.csv,CDK Inhibitor UC
139,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_40.csv,CDK Inhibitor UC
140,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_98.csv,CDK Inhibitor UC
141,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_60.csv,CDK Inhibitor UC
142,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_52.csv,CDK Inhibitor UC
143,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_1.csv,CDK Inhibitor UC
144,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_99.csv,CDK Inhibitor UC
145,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_37.csv,CDK Inhibitor UC
146,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_19.csv,CDK Inhibitor UC
147,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_78.csv,CDK Inhibitor UC
148,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_33.csv,CDK Inhibitor UC
149,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_47.csv,CDK Inhibitor UC
150,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_62.csv,CDK Inhibitor UC
151,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_71.csv,CDK Inhibitor UC
152,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_48.csv,CDK Inhibitor UC
153,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_90.csv,CDK Inhibitor UC
154,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_54.csv,CDK Inhibitor UC
155,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_13.csv,CDK Inhibitor UC
156,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_93.csv,CDK Inhibitor UC
157,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_70.csv,CDK Inhibitor UC
158,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_2.csv,CDK Inhibitor UC
159,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_63.csv,CDK Inhibitor UC
160,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_67.csv,CDK Inhibitor UC
161,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_50.csv,CDK Inhibitor UC
162,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_89.csv,CDK Inhibitor UC
163,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_53.csv,CDK Inhibitor UC
164,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_24.csv,CDK Inhibitor UC
165,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_94.csv,CDK Inhibitor UC
166,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_20.csv,CDK Inhibitor UC
167,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_97.csv,CDK Inhibitor UC
168,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_65.csv,CDK Inhibitor UC
169,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_17.csv,CDK Inhibitor UC
170,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_66.csv,CDK Inhibitor UC
171,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_21.csv,CDK Inhibitor UC
172,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_59.csv,CDK Inhibitor UC
173,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_57.csv,CDK Inhibitor UC
174,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_56.csv,CDK Inhibitor UC
175,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_30.csv,CDK Inhibitor UC
176,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_10.csv,CDK Inhibitor UC
177,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_73.csv,CDK Inhibitor UC
178,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_22.csv,CDK Inhibitor UC
179,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_31.csv,CDK Inhibitor UC
180,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_68.csv,CDK Inhibitor UC
181,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_35.csv,CDK Inhibitor UC
182,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_79.csv,CDK Inhibitor UC
183,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_100.csv,CDK Inhibitor UC
184,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_49.csv,CDK Inhibitor UC
185,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_26.csv,CDK Inhibitor UC
186,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_12.csv,CDK Inhibitor UC
187,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_34.csv,CDK Inhibitor UC
188,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_46.csv,CDK Inhibitor UC
189,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_25.csv,CDK Inhibitor UC
190,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_38.csv,CDK Inhibitor UC
191,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_29.csv,CDK Inhibitor UC
192,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_58.csv,CDK Inhibitor UC
193,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_55.csv,CDK Inhibitor UC
194,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_16.csv,CDK Inhibitor UC
195,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_8.csv,CDK Inhibitor UC
196,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_85.csv,CDK Inhibitor UC
197,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_11.csv,CDK Inhibitor UC
198,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_86.csv,CDK Inhibitor UC
199,CDK-887,GSE18552,../snac_data/use_case_graphs/GSE18552_CDK-887/graph_51.csv,CDK Inhibitor UC
200,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_44.csv,HDAC Inhibitor UC
201,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_14.csv,HDAC Inhibitor UC
202,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_96.csv,HDAC Inhibitor UC
203,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_15.csv,HDAC Inhibitor UC
204,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_18.csv,HDAC Inhibitor UC
205,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_92.csv,HDAC Inhibitor UC
206,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_75.csv,HDAC Inhibitor UC
207,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_84.csv,HDAC Inhibitor UC
208,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_91.csv,HDAC Inhibitor UC
209,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_64.csv,HDAC Inhibitor UC
210,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_32.csv,HDAC Inhibitor UC
211,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_45.csv,HDAC Inhibitor UC
212,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_61.csv,HDAC Inhibitor UC
213,SODIUM-BUTYRATE-24H-1,GSE61429,../snac_data/use_case_graphs/GSE61429_SODIUM-BUTYRATE-24H-1/graph_5.csv,HDAC Inhibitor UC
