"","x"
"32","COC1/C=C/C=C(\C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(CC(C)CC(OC)C(O)C(C)/C=C(\C)C1OC(N)=O)C2=O"
"33","CC1CC2OC2/C=C/C=C/C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1"
"34","C=CCNC1=C2CC(C)CC(OC)C(O)C(C)/C=C(\C)C(OC(N)=O)C(OC)/C=C/C=C(\C)C(=O)NC(=CC1=O)C2=O"
"35","CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@@]32C)C1"
"36","CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1"
"37","CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F"
"38","NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O"
"39","CN(C)C(=N)NC(=N)N"
"40","NC(=O)NC1NC(=O)NC1=O"
"41","CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1"
"42","O=C(CCCCCCC(=O)Nc1ccccc1)NO"
"43","CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1"
"44","CN(C)CCC=C1c2ccccc2CCc2ccccc21"
"45","Oc1ccc2c3c1OC1c4c(c5ccccc5n4Cc4ccccc4)CC4(O)C(C2)N(CC2CC2)CCC314"
"46","CC12CCC(O)CC1CCC1C2[C@H](O)CC2(C)C(C3=CC(=O)OC3)CCC12O"
"47","CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)/C=C/c4ccccc4)c2O)OC(C)(C)C=C3)c1O"
"48","CC(C)ON([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1"
"49","O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O"
"50","CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1"
"51","CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(CC#CCCCNS(C)(=O)=O)cc1OC2(C)C"
"52","O=C1Nc2ccc(-c3cccnc3)cc2/C1=C/c1ccc[nH]1"
"53","COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1"
"54","Cc1ccc2c(=O)c3ccccc3n(CCCN)c2c1C"
"55","O=C(c1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1)N1CCC(N2CCCC2)CC1"
"56","O=C1Nc2ccc(Br)cc2/C1=C/C(=O)c1ccc(F)cc1"
"57","CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1ccccc1OCCOc1ccccc1N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O"
"58","COc1cc2ncnc(Nc3ccc(O)c(Br)c3)c2cc1OC"
"59","COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1"
"60","COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC"
"61","COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4"
"62","C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1"
"63","N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCC(CC2CCC(NC(=O)/C(C#N)=C/c3ccc(O)c(O)c3)CC2)CC1"
"64","Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1"
"65","Cc1cc(=O)c2c(O)cc(O)c(C)c2o1"
"66","C/C=C(/C)C(=O)O[C@@H]1Cc2c(ccc3ccc(=O)oc23)OC1(C)C"
"67","O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12"
"68","CC(C)C[C@@H](/C=C/S(C)(=O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1"
"69","CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O"
"70","CCOC(OCC)P(=O)(O)CCCNCc1ccc(Cl)c(Cl)c1"
"71","CCOc1ccccc1OC(c1ccccc1)C1CNCCO1"
"72","COc1cc2c(cc1O)C(CCc1ccc(Cl)cc1)N(C)CC2"
"73","Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C=O"
"74","COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1"
"75","Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1"
"76","COC(=O)c1cc(OC)c(=O)c2c(OC)c(OC)ccc2c1"
"77","c1ccc2c(c1)[I+]c1ccccc1-2"
"78","O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21"
"79","CC(=O)C(C#N)C(=O)Nc1ccc(OC(F)(F)F)cc1"
"80","O=C(c1cc2ccccc2[nH]1)c1cc2cc(O)ccc2[nH]1"
"81","NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1"
"82","CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O"
"83","CC(C)C(C(=O)O)N1C(=O)/C(=C/c2ccc(Br)cc2)SC1=S"
"84","COc1cc(=O)n(C)c2c(OCC(O)C(C)(C)O)cccc12"
"85","CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl"
"86","CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O"
"87","O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)C[C@H](O)[C@@H]1N1CCCCC1"
"88","CCCCCS(=O)(=O)CCCCCCCCCCn1c(-c2ccc(O)cc2)c(C)c2cc(O)ccc21"
"89","O=C1Nc2ccccc2/C1=C\c1c[nH]cn1"
"90","COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C"
"91","CCc1cc2c(c(CC)n1)CCC(=O)N2Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1"
"92","CNC(=NC#N)NCCSCc1nc[nH]c1C"
"93","COCc1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1"
"94","Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1"
"95","Oc1ccc(-c2c(-c3ccccc3)nn3c(C(F)(F)F)cc(C(F)(F)F)nc23)cc1"
"96","O=C1c2ccccc2C(Cc2ccnc(F)c2)(Cc2ccnc(F)c2)c2ccccc21"
"97","CCCCCCCCCCCCCCCC(=O)NCCc1ccc(O)c(O)c1"
"98","CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1"
"99","CC(C)(OC(=O)c1ccccc1)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1"
"100","C=CCN1CCc2c(cc(O)c(O)c2Br)[C@@H](c2ccccc2)C1"
"101","COC(=O)c1ccccc1NC(=O)c1ccc(F)cc1"
"102","COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)OC(n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1"
"103","CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1"
"104","COC1CC(O[C@H]2CC[C@]3(C=O)C4CC[C@]5(C)C(C6=CC(=O)OC6)CC[C@]5(O)C4CC[C@]3(O)C2)OC(C)C1O"
"105","CC(=O)O[C@@H]1[C@H](c2ccc(=O)oc2)C2[C@H](C)C[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@]23O[C@H]13"
"106","CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1"
"107","CN(C)Cc1c(C(=O)NCCOc2ccc(C(=O)NO)cc2)oc2ccccc12"
"108","CN1CCC(c2c[nH]c3ccc(O)cc23)CC1"
"109","C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O"
"110","COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC"
"111","COc1ccc([N+][O-])c(CCc2cc(OC)ccc2[N+][O-])c1"
"112","Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1"
"113","CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1"
"114","NCCNS(=O)(=O)c1cccc2cnccc12"
"115","CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1"
"116","CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(O)c(OC)cc21"
"117","COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1"
"118","CCN(CC)c1cc(C)nc2ncnn12"
"119","Cc1ccc(O)c(N=Nc2ccccc2)n1"
"120","CCN1C[C@]2(COC)CCC(OC)[C@@]34C5C[C@]6(O)[C@H](OC)C[C@](OC(C)=O)(C5[C@H]6OC(=O)c5ccc(OC)cc5)[C@@H]([C@H](OC)C23)[C@@H]14"
"121","CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](O)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O"
"122","Brc1c(NC2=NCCN2)ccc2nccnc12"
"123","COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O"
"124","Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1"
"125","C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@@H]21"
"126","CCCOc1ccc2[nH]cc(C3=CCNCC3)c2n1"
"127","C=CCNC(=O)c1cc([N+](=O)[O-])cc2c(=O)[nH]c(Nc3ccc(Cl)c(Cl)c3)nc12"
"128","Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O"
"129","COc1cccc(-c2cc(=O)c3ccccc3o2)c1N"
"130","CC(C)Oc1cccc(-n2c(CCc3c[nH]c4ccc(Br)cc34)nc3ccccc3c2=O)c1"
"131","COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNS(C)(=O)=O)CC1"
"132","O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21"
"133","c1ccc2c(CC3=NCCN3)cccc2c1"
"134","CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21"
"135","COC(=O)[C@H](Cc1ccccc1)NC(=O)/C(=C1\OC(=O)C(c2ccccc2)C1=O)c1ccccc1"
"136","O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21"
"137","O=S(=O)(c1cccc2cnccc12)N1CCNCC1"
"138","CCN1CCC(CNC(=O)c2cc(S(N)(=O)=O)ccc2OC)C1"
"139","CCOc1ccc(-c2nc3cc(-c4nc5cc(N6CCN(C)CC6)ccc5[nH]4)ccc3[nH]2)cc1"
"140","CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21"
"141","N#CC(C#N)=NNc1cccc(Cl)c1"
"142","CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O"
"143","O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO"
"144","COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC(C)=O)CC2"
"145","CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)C5CC5[C@]4(C)[C@H]3CC[C@@]21C"
"146","O=C(CC(=O)C(F)(F)F)c1cccs1"
"147","CC/C=C\C/C=C\C/C=C\CCCCCCCCCCCC(=O)O"
"148","CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O"
"149","O=C(O)Cc1cc2ccccc2nc1C(=O)O"
"150","c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1"
"151","O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1"
"152","O=c1[nH]c2ccccc2c2ccccc12"
"153","CNNCc1ccc(C(=O)NC(C)C)cc1"
"154","CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(N)ncnc21"
"155","CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1"
"156","CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C"
"157","CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C"
"158","OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1"
"159","CN1CCC2=C[C@H](O)[C@H]3OC(=O)c4cc5c(cc4[C@H]3[C@@H]21)OCO5"
"160","N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1"
"161","CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1"
"162","CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1"
"163","COc1c(-c2ccccc2)oc2c(CC=C(C)C)c3c(c(OC)c2c1=O)C=CC(C)(C)O3"
"164","CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1"
"165","C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O"
"166","CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21"
"167","COC(=O)c1c(C)c2c(c(C)c1OC)OC(=O)c1c(C)c(Cl)c(OC)c(Cl)c1O2"
"168","COC(=O)C(CCCNC(=N)N)NC(=O)CCCc1c(-c2ccccc2)[nH]c2c(F)cc(F)cc12"
"169","N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1"
"170","O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O"
"171","CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O"
"172","O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1"
"173","CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1"
"174","CC[C@H]1CN2CCc3cc(OC)c(OC)cc3C2C[C@@H]1CC1NCCc2cc(OC)c(OC)cc21"
"175","NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl"
"176","C=CC[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=C[C@@]21C"
"177","CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1"
"178","COC(=O)Nc1nc2ccc(S(=O)c3ccccc3)cc2[nH]1"
"179","COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)OC5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O"
"180","COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1"
"181","CCOC(=O)c1cncn1C(C)c1ccccc1"
"182","CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1"
"183","Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21"
"184","C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)C6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)C6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O"
"185","CC(=O)OCC(=O)[C@@]1(O)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"186","C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)C6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)C6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O"
"187","CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1"
"188","CC(C)NCC(O)COc1cccc2[nH]ccc12"
"189","Clc1ccccc1CN1CCc2sccc2C1"
"190","Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2"
"191","CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC[C@@H](NC[C@@H](N)CS)C(C)C)C(=O)O"
"192","Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21"
"193","COc1cc2c(cc1OC)-c1cc3nc4ccccc4nc3n1C(C)(C)C2"
"194","O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl"
"195","CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3"
"196","Oc1c(Cl)cc(Cl)c2cccnc12"
"197","C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O"
"198","COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1"
"199","O=c1ccc2ccccc2o1"
"200","CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C"
"201","CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1"
"202","CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O"
"203","O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1"
"204","CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21"
"205","O=C(Oc1cccc2cccnc12)c1ccccc1"
"206","O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12"
"207","Nc1c(S(=O)(=O)O)cc(Nc2cccc3ccccc23)c2c1C(=O)c1ccccc1C2=O"
"208","CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O"
"209","CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1"
"210","COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)C2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O"
"211","C[C@@H]1O[C@@H](O[C@@H]2C=C3CCC4C(CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O"
"212","CO[C@]12[C@@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1N[C@H]12"
"213","CO[C@H]1CC(O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@@]34O)O[C@@H](C)C1O"
"214","C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)C4C(CC[C@]3(O)C2)[C@@]2(O)CC[C@H](C3=CC(=O)OC3)[C@@]2(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O"
"215","Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1"
"216","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1"
"217","O=C(O)c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(O)c(I)cc12"
"218","O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1"
"219","CN(C)CCC=C1c2ccccc2COc2ccccc21"
"220","COC(=O)c1ccc(NCc2cc(O)ccc2O)cc1"
"221","Cc1ccc(S(=O)(=O)N[C@H](Cc2ccccc2)C(=O)CCl)cc1"
"222","O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1"
"223","CC(=O)O[C@@H]1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1OC(=O)CC(C)C"
"224","Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23"
"225","COc1cc(NS(C)(=O)=O)ccc1Cc1c2ccccc2nc2ccccc12"
"226","COc1cc(/C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC"
"227","O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O"
"228","NS(=O)(=O)C#Cc1ccccc1"
"229","C=CCc1ccccc1OCC(O)CNC(C)C"
"230","CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3[C@@H](O)C[C@@]21C"
"231","CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1"
"232","C[C@]12CC[C@H](O)C[C@H]1CCC1C2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)[C@@H](O)C[C@]12O"
"233","COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2"
"234","COc1ccc2[nH]cc(C3=CCNCC3)c2c1"
"235","O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21"
"236","C=C(C)[C@H]1O[C@H]2CC[C@]3(C)[C@@]4(C)c5[nH]c6cc(Cl)c7c8c6c5[C@@H](OC(C)(C)[C@H]5C[C@H](C(=C)C7)[C@]85O)[C@@H]4CC[C@@]3(O)[C@]23O[C@@H]3[C@H]1O"
"237","O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O"
"238","O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21"
"239","CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1"
"240","CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1"
"241","COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC"
"242","COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1"
"243","Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1"
"244","O=C1c2ccccc2C(Cc2ccncc2)(Cc2ccncc2)c2ccccc21"
"245","CC(=O)N(O)[C@@H]1c2cc(C#N)ccc2OC(C)(C)[C@H]1O"
"246","CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1"
"247","COCCNC(=O)COc1ccc(OCCNC[C@@H](O)COc2ccccc2)cc1"
"248","NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1nc(O)c(O)nc12"
"249","Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21"
"250","CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C"
