"","x"
"21","C[C@H](/N=C(/NC#N)Nc1cccc2ncccc12)c1ccccc1"
"22","Clc1cccc(-n2nnnc2NCc2ccccc2Oc2ccccn2)c1Cl"
"23","CCC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(S(N)(=O)=O)cc2)c1C"
"24","CCCCOc1ccc(-c2cncc(C(=O)NCc3cccnc3N3CCOCC3)c2)cc1Cl"
"25","O=C(Nc1ccccc1)Nc1ccc(-c2ccc(C(=O)[C@@H]3CCC[C@H]3C(=O)O)cc2)cc1"
"26","CNC(=O)c1cccc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)c1"
"27","CCC(=N\O)/C(C)=C/c1ccc(F)cc1"
"28","Nc1nc2c(c(N3CCNCC3)n1)CCC1=C2[C@@H]2CCCC[C@@H]2O1"
"29","CCOC(=O)Nc1ccc(NCc2c(C)cc(C)cc2C)cc1N"
"30","C[n+]1ccn(C[C@@]2(C)[C@H](C(=O)O)N3C(=O)C[C@H]3S2(=O)=O)n1"
"31","CC[C@@H](C)NS(=O)(=O)c1ccc(F)c(C(=O)Nc2ccc(F)c(F)c2)c1"
"32","Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1"
"33","Cc1ccc(Oc2ccccc2-c2csc(NC3=NCCCN3)n2)c(C)c1"
"34","CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O"
"35","Cc1ccc(-c2ccc(C)cn2)nc1"
"36","CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O"
"37","CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(O)c-2n1"
"38","O=C(NCc1ccncc1)[C@@]12C[C@H]3C[C@@H](C1)C[C@](c1ccc(Cl)cc1)(C3)C2"
"39","CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1"
"40","C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1"
"41","CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1"
"42","COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C"
"43","N[C@H]1CCN(c2cccnc2)C1"
"44","C[C@@H]1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1"
"45","C#Cc1cccc2c1c(C(=O)c1ccc(Cn3c(C)nc4cnccc43)c(F)c1)cn2C(=O)N(C)C"
"46","O=C(c1cc(S(=O)(=O)Nc2ccccc2F)c(F)cc1Cl)N1CCN2CCC[C@@H]2C1"
"47","Nc1ncnc2nc(-c3ccc(N4CCOCC4)nc3)cc(-c3cccc(Br)c3)c12"
"48","c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1"
"49","CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]"
"50","COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1"
"51","O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2ccc(C(F)(F)F)cc2N2CCCC2)CC1"
"52","FC(F)(F)Oc1ccc(Nc2ccc3cccc(Cl)c3n2)cc1"
"53","Oc1ccc(C2(c3ccccc3F)CCC(F)(F)CC2)cc1"
"54","CCCCOCCOc1nc(-c2ccc(C(=O)O)c(F)c2)sc1C"
"55","C/C(=N\NC(=O)[C@@H]1C(=O)NC[C@H]1c1ccccc1)c1cccc(Br)c1"
"56","C/C(=N\NC(=O)[C@@H](NC(=O)c1ccccc1)c1n[nH]c(=O)c2ccccc12)c1cccc(Br)c1"
"57","CCCCCCCCc1ccc(-c2ccc(C(=O)O)cc2)cc1"
"58","CCN1C(C)(C)CC(Oc2ccc(C(=O)Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)on4)cc3)nc2)CC1(C)C"
"59","CN(C)CC[C@@]1(c2ccc(Cl)cc2)Cc2ccccc2C(=O)O1"
"60","NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N"
"61","CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12"
"62","C[C@H](Nc1ncnc2nc[nH]c12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1"
"63","CC(=O)NCCCS(=O)(=O)O"
"64","C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O"
"65","CN(C)c1nc(N)c(C(=O)Nc2cccnc2)nc1Cl"
"66","O=C(O)c1ccc(CN2C[C@@H]3C[C@H]2CN3Cc2ccc(Oc3ccc(-c4ncco4)cc3)cc2)cc1"
"67","CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1"
"68","CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1"
"69","CC(=O)O[C@H]1CN2CCC1CC2"
"70","O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl"
"71","CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1"
"72","Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O"
"73","CC(=O)N[C@@H](CCC(N)=O)C(=O)O"
"74","C[C@H](N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1"
"75","COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1"
"76","CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO"
"77","CC(=O)C[C@@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O"
"78","CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2"
"79","CC(=O)Nc1ccccc1"
"80","CC(=O)Nc1cc([As](=O)(O)O)ccc1O"
"81","CC(=O)Nc1nnc(S(N)(=O)=O)s1"
"82","CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1"
"83","CC(=O)NO"
"84","CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2"
"85","CC(=O)N[C@@H](CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)O"
"86","CC(=O)N[C@@H](CC(C)C)C(=O)O"
"87","CC(=O)O[C@@H]1CC[C@]2(C)[C@@H]3C(=O)C=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2[C@@]1(C)C(=O)O"
"88","CC(=O)OCC[N+](C)(C)C"
"89","CC(=O)N[C@@H](CS)C(=O)O"
"90","CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O"
"91","CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O"
"92","CC(=O)NCCCCCC(=O)O"
"93","C[C@@]1(c2ccccc2)OC(C(=O)O)=CC1=O"
"94","Cc1cnc(C(=O)O)c[n+]1[O-]"
"95","O=C(O)C(=O)Nc1cccc(-c2nn[nH]n2)c1"
"96","COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C"
"97","N[C@@H](C(=O)O)[C@@H]1CC(Cl)=NO1"
"98","CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC"
"99","O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1"
"100","CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21"
"101","CC1(C)OB(O)c2cc(NC(=O)c3ccc(F)cc3C(F)(F)F)ccc21"
"102","NC1(C(=O)O)CC1"
"103","C[n+]1c2cc(N)ccc2cc2ccc(N)cc21.Nc1ccc2cc3ccc(N)cc3nc2c1"
"104","C[n+]1c2cc(N)ccc2cc2ccc(N)cc21"
"105","CCCCCCc1ccc(O)cc1O.Nc1c2ccccc2nc2ccccc12"
"106","Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1"
"107","C=CC(=O)O.[Na]"
"108","NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1"
"109","COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cc(C)cc(C)c2)cc1"
"110","CC(=O)Nc1ccc(CC(=O)O)cc1"
"111","COCc1c(-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)c(F)c2)c2c(N)ncnn2c1CN1CCOCC1"
"112","Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O"
"113","Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N"
"114","O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO"
"115","Nc1nc(=O)c2ncn(COCCO)c2[nH]1"
"116","CCCCC1CCN(CCCN2C(=O)COc3cc(F)ccc32)CC1"
"117","CC(C)c1cccc2c1O[C@H](C(C)C)C(=S)N2CC(=O)O"
"118","COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2"
"119","O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O"
"120","C[C@@H](N)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O"
"121","O=C(O)/C=C/c1ccc(-c2ccc(O)c(C34CC5CC(CC(C5)C3)C4)c2)cc1"
"122","O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2"
"123","CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1"
"124","O=c1[nH]c(N2CCOCC2)cn1-c1ccc(Cl)cc1"
"125","Nc1ncnc2c1ncn2CCOCP(=O)(O)O"
"126","CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C"
"127","O=C(CCCCCCCC(=O)NCCO)NCCO"
"128","C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O"
"129","Nc1ncnc2nc[nH]c12"
"130","Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O"
"131","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O"
"132","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O"
"133","CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1"
"134","O=C(O)CCCCC(=O)O"
"135","O=C(COc1ccc(C(=O)c2ccccc2)cc1)NC1CCN(Cc2ccccc2)CC1"
"136","CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1"
"137","Cc1cc(O[C@@H](CCC(F)(F)F)c2ccc(C(=O)NCCC(=O)O)cc2)cc(C)c1-c1ccc(C(C)(C)C)cc1"
"138","Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1"
"139","O=C(C[S@@](=O)C(c1ccccc1)c1ccccc1)NO"
"140","CNCC(=O)c1ccc(O)c(O)c1"
"141","C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O"
"142","Cc1cc(C)c(N)c(C#Cc2cccc(F)c2)n1"
"143","O=C(c1ccc(F)cc1)N1CCC[C@H](c2nc(-c3ccc(F)cc3)no2)C1"
"144","CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1"
"145","NS(=O)(=O)c1nn2cc(-c3ccccc3)nc2s1"
"146","CC(=O)N[C@@H](Cc1ccccc1)C(=O)O"
"147","CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C"
"148","CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1"
"149","CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1"
"150","Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O"
"151","Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12"
"152","CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1"
"153","Cc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2C(=O)O)n1"
"154","CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O"
"155","CN(C)Cc1ccc(-c2nc3cccc4c3n2CCNC4=O)cc1"
"156","N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1"
"157","N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1"
"158","N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1"
"159","Cc1ccccc1[C@H](C(=O)NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1"
"160","O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1"
"161","CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@@H]1[C@@]1(C)O[C@@H]1CC=C(C)C"
"162","N=C(N)NCCCCN"
"163","CC(C)[C@@H]1[C@H]2CC[C@@H](C2)[C@H]1N"
"164","CCc1ccc(C2=CC(C)(C)Sc3ccc(C#Cc4ccc(C(=O)O)cc4)cc32)cc1"
"165","CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl"
"166","COc1ccc2cccc(CCNC(C)=O)c2c1"
"167","CCCCCCCCCCCCCCCCCCCCCC(=O)O"
"168","Cc1ccc(S(=O)(=O)NC2c3ccccc3Oc3ccccc32)cc1"
"169","N=C(C[C@@H](O)COc1ccccc1-c1ccccc1)N1CCCCC1"
"170","CC(C)Oc1ccc2c(=O)c3cc(C(=O)O)ccc3oc2c1"
"171","FC(F)(F)Oc1ccc2nc(-c3ccc(OCCOCCOc4ccc(-c5nc6ccc(OC(F)(F)F)cc6[nH]5)nc4)cn3)[nH]c2c1"
"172","c1ccc(-c2oc3ncnc(NC[C@@H]4CCCO4)c3c2-c2ccccc2)cc1"
"173","CC[C@H]1[C@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@H]2[C@H]5O)N3[C@@H]1O"
"174","CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C"
"175","O=C(Nc1cccc(Br)c1)c1cccc(S(=O)(=O)N2CCCCCC2)c1"
"176","CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O"
"177","NC(=O)c1ccc([N+](=O)[O-])cc1Cl"
"178","Cc1c(F)cc(C(=O)NC2CC2)cc1-c1c(F)cn2c(C(C)(C)C)nnc2c1F"
"179","CC(=O)SC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O"
"180","C[C@H](N)C(=O)N[C@@H](C)P(=O)(O)O"
"181","Cc1sc[n+](CC(=O)c2ccccc2)c1C"
"182","N[C@@H](CN(O)[N+][O-])C(=O)O"
"183","C=C1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@H](C)C3=C[C@H]12"
"184","C[C@@H](N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1"
"185","CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1"
"186","CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1"
"187","CCC[S@@](=O)c1ccc2nc(NC(=O)OC)[nH]c2c1"
"188","CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1"
"189","CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1"
"190","C=CCOc1ccc(CC(=O)O)cc1Cl"
"191","CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl"
"192","C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C\CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C/CO)C2)[C@@H]54)[C@H]69"
"193","O=C(NCc1ccc2c(c1)OCO2)c1c(Cl)cccc1Cl"
"194","COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1"
"195","CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O"
"196","NCCCC(O)(P(=O)(O)O)P(=O)(O)O"
"197","CCCC[C@H](CC)CNC(=N)N=C(N)NCCCCCCNC(N)=NC(=N)NC[C@H](CC)CCCC"
"198","C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O"
"199","CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C"
"200","COc1cc2nc(N(C)CCCNC(=O)[C@H]3CCCO3)nc(N)c2cc1OC"
"201","CC(=O)[C@@]12O[C@](C)(c3ccccc3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C"
"202","C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1"
"203","C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21"
"204","C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl"
"205","COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O"
"206","COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC"
"207","C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](C)C(=O)N(CC)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C"
"208","C=CCN1CCC[C@@H]1CNC(=O)c1cc2nn[nH]c2cc1OC"
"209","NC(=O)N[C@H]1NC(=O)NC1=O"
"210","C=CCS[S@@](=O)CC=C"
"211","O=c1nc[nH]c2n[nH]cc12"
"212","OC[C@H]1O[C@@H](n2ncc3c(O)ncnc32)[C@H](O)[C@@H]1O"
"213","O=c1nc[nH]c2c1cnn2[C@@H]1O[C@H](CO)[C@H](O)[C@@H]1O"
"214","C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C"
"215","C=CCN=C=S"
"216","C=CCNC(N)=S"
"217","C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1"
"218","CNC(=O)[C@@H](c1ccccc1)N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(C(F)(F)F)cc1"
"219","CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12"
"220","O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21"
"221","Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O"
"222","O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21"
"223","Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O"
"224","Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O"
"225","CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C"
"226","Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1"
"227","C/C=C/c1cc(OC)c(OC)cc1OC"
"228","COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)cc3O2)cc1O"
"229","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O"
"230","C[C@@H](N)Cc1cnc[nH]1"
"231","C[C@H](N)Cc1cnc[nH]1"
"232","C[C@@H](N)Cc1c[nH]c2ccc(O)cc12"
"233","Cc1c(C)c2c(c(C)c1O)CC[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2"
"234","CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2"
"235","CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12"
"236","C=CCc1ccccc1OC[C@H](O)CNC(C)C"
"237","CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O"
"238","O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O"
"239","CC(C)C(=O)OC[C@@]1(CCl)O[C@@H](n2ccc(N)nc2=O)[C@H](F)[C@@H]1OC(=O)C(C)C"
"240","O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1"
"241","C=CCSC[C@@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1"
"242","C#Cc1cncc([C@@H]2CCCN2C)c1"
